ID,Created,Name,Description,Playlist URL
304cfa8d78a2420cbe0c5c0bef15b0af,2025-05-28T10:42:05Z,Shower Sing-Alongs,You know the ones—those guilty pleasures or anthemic choruses you belt out when no one’s listening (or maybe they are). Submit a song that transforms your shower into a private concert.,https://open.spotify.com/playlist/5D30OT28FxzaXC8CLZUwEN
66b9c2e17bb942ebbc93559d6253cd7b,2025-05-28T10:43:24Z,Cinematic Soundscapes,"Bring out the big screen vibes with a song from a movie soundtrack. Whether it’s an epic orchestral score or the unforgettable tune that made a scene iconic, share the track that sticks with you long after the credits roll.",https://open.spotify.com/playlist/0mwVKrak6R94hJ8lqsuhC1
d6ae4fa3c68d4cbb935fb81db08b419e,2025-05-28T10:44:00Z,Underrated Gems,"Some songs deserved more love—more radio play, more streams, more respect. Share a track you think was overlooked or underappreciated, and give it the spotlight it always earned.",https://open.spotify.com/playlist/0702mtLlT5TeMNvYAERd5l
ca5d4fd892394eb4a8f6b745ddf1d04c,2025-05-28T10:44:14Z,Remix Royalty,"Sometimes, the remix really is better. Submit a remixed version of a song that takes the original to new heights—whether it’s more danceable, more emotional, or just flat-out cooler.",https://open.spotify.com/playlist/395CNYWIzzEYkp8XtmJPLR
508f53df4a6b452bbb455a357e1b8a19,2025-05-28T10:44:30Z,Bollywood Beats,"A celebration of the vibrant, emotional, and unforgettable world of Bollywood music. Submit a track that captures the magic of Indian cinema—whether it’s a dance-floor banger, a heart-wrenching ballad, or a timeless classic that has defined a generation.",https://open.spotify.com/playlist/3JebwvBvdHFrgaytbcrtpy
d5631de6ad2a4fffaa217ec664e8dd5d,2025-05-28T10:44:56Z,Heroic Anthems,"What’s your personal superhero theme song? Pick a track that makes you feel powerful, unstoppable, or ready to save the world—even if it’s just your morning commute.",https://open.spotify.com/playlist/4kZpwFyFxLfAwQFgNlVmNa
107e23fe8ebe482b8c716da7c4f85e09,2025-05-28T10:45:14Z,Rewriting the UK Anthem,"Rule Britannia, but with better vibes. If you had to pick a song to replace God Save the King as the UK’s national anthem, what would it be? Go bold, go cheeky, go iconic.",https://open.spotify.com/playlist/7f4wBuUe4VJNphDn5u9QoQ
777b975524c44109995f02531fcc367a,2025-05-28T10:45:25Z,Global Grooves (Non-English Only),"Step outside the Anglosphere and bring the world to our ears. Share a song that’s entirely in a language other than English. From French rap to Japanese city pop to Brazilian bossa nova, let’s hear the rhythm and soul of another culture.",https://open.spotify.com/playlist/0aIFsktQqX3BEzQJ2ApTCW
de5ac62b93f34de582969aecd8931811,2025-05-28T10:45:37Z,Live and Loud,"Some songs don’t fully click until you hear them live. Share a track that transforms in front of an audience—whether it's the energy, improvisation, or raw emotion that only a live setting delivers.",https://open.spotify.com/playlist/6VNvsAf9N6oJkuJt28y96j
aa161c779be9468f9d8b7d12fbd1dd7d,2025-05-28T10:45:50Z,Slow Burners,"Not love at first listen? No problem. Share a song that took time to grow on you, but now you can’t imagine your playlist without it.",https://open.spotify.com/playlist/6hl3LFvDfq2esrzc1AeP0T
55abb6d49d154900aa73a8fa6cc13987,2025-05-28T10:46:00Z,Focus Mode: Activated,"Submit a track that helps you lock in and get stuff done. Whether it’s lo-fi, ambient, instrumental jazz, or hypnotic techno, these are the songs that power your deep work sessions.",https://open.spotify.com/playlist/0lKPIt7yRhYxpfGxWuh3hH
806e23960e2b495a9d1df83dd67661c0,2025-05-28T10:46:13Z,Love in Lyrics,"What is the ultimate love song? Whether it’s sweet, tragic, passionate, or poetic, nominate the track that best captures the many shades of love.",https://open.spotify.com/playlist/2RONh0UcB6mCmo124HT7aZ
fe3ab7a217294e888fd7a937de62e6dd,2025-05-28T10:46:25Z,Final Notes: Songs About Endings,"Goodbyes, finales, and the closing of chapters—submit a song that captures the feeling of something coming to an end. Whether it’s the end of a relationship, a season of life, or simply the last track on an album, these songs carry the weight of closure.",https://open.spotify.com/playlist/4EiDxvvBka2dG3ScyyH5hF
